item_id,category,description,name,price
HS82Q,Office Products,,Pen,470.45
35QXE,Pet Supplies,For your lovely pet,Water and Food Bowls,732.24
DAO8S,Beauty & Personal Care,Suitable for all skin types,Handwash,1794.56
TUBY0,"Arts, Crafts & Sewing",Set of 12,Oil Paints,120.54
J8EJB,"Arts, Crafts & Sewing",Set of 12,Oil Paints,642.11
XGFKD,Toys & Games,,Barbie,1149.80
8C4G3,Others,for everyday use,Lamp,1543.61
V0OWX,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,1601.71
MFJHF,Electronics,,Kindle,998.66
0DVG0,Home & Kitchen,,Mats,1473.33
5WNW3,Toys & Games,,Barbie,1344.91
N6693,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Charger,814.26
2TXXU,Electronics,Reams of high-bandwidth DDR4 RAM,Mobile,309.29
JXY8R,Toys & Games,,Teddy Bear,1430.81
WVXME,Others,,Lamp,1616.74
PO9QJ,Sports & Outdoors,,Hat,106.82
VR0D4,"Clothing, Shoes & Jewelry",100% Cotton,Boots,757.53
MOIYX,Others,for everyday use,Chair,963.16
22III,Pet Supplies,,Pet Bed,353.36
LXUHH,Toys & Games,,Barbie,543.30
BD6BQ,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,743.33
PYIE4,Office Products,For everyday office use,Pencil,840.70
1W580,Others,for everyday use,Plants,40.55
ONMI5,Electronics,,Airpods,1490.52
DUUTI,Others,for everyday use,Plants,987.83
8D1QQ,"Clothing, Shoes & Jewelry",,Hoodie,1259.91
Q5WUW,Home & Kitchen,One of a kind stainless steel,Salad Spinner,909.54
ZACZ0,Home & Kitchen,,Can Opener,967.15
1LO1L,Others,for everyday use,Lamp,696.86
IM9N5,Electronics,,Ipad,550.71
XKZZS,Others,,Nail Paint,338.33
X3JID,"Clothing, Shoes & Jewelry",,Hoodie,1002.29
FXT4R,Pet Supplies,,Leash And Collar,30.00
AM7B1,"Clothing, Shoes & Jewelry",,Jacket,1949.17
TYOX3,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,1761.14
TQBFW,Beauty & Personal Care,,Facewash,1217.52
AHHDP,Pet Supplies,For your lovely pet,Water and Food Bowls,139.51
QS9XZ,Pet Supplies,For your lovely pet,Pet Grooming,381.40
QD9K4,Others,for everyday use,Notebook,1480.42
ABSUE,Home & Kitchen,One of a kind stainless steel,Bowls,1713.81
NE82Y,Office Products,,Sticky Notes,1923.20
Z7F7E,Others,for everyday use,Chair,1878.60
K1ZZI,Electronics,,Laptop,1320.11
WVYMK,"Arts, Crafts & Sewing",,Curtains,1365.84
K5KDC,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Necklace,802.75
L677M,"Clothing, Shoes & Jewelry",100% Cotton,Rings,1775.15
KN2AH,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,212.67
95XSY,Beauty & Personal Care,,Bath Soap,824.55
NCTKO,Electronics,,Laptop Stand,1585.43
4WRIQ,Others,,Chair,480.42
WRWM4,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Sauce Pots,232.22
B3U8W,Office Products,For everyday office use,Pen,12.22
21WUD,Electronics,,Laptop,1252.41
ATB5Q,Beauty & Personal Care,,Bath Soap,8.53
X8IQC,Home & Kitchen,,Knives,1500.35
3C3YR,Office Products,,Marker,1519.94
X4BIW,Electronics,,Speaker,984.96
RRJ7X,Others,for everyday use,Chair,1587.83
D3GJ4,Beauty & Personal Care,Suitable for all skin types,Bath Soap,386.54
A19XQ,"Arts, Crafts & Sewing",,Curtains,1175.75
J60K0,Toys & Games,make a great gift for kids 3 to 7 years olds,Teddy Bear,1916.80
GRKEY,Office Products,,Pencil,707.37
77ZJA,Electronics,Reams of high-bandwidth DDR4 RAM,Mobile,363.78
XNOPY,Others,for everyday use,Notebook,762.63
PZDRA,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,884.95
1QQGZ,Others,for everyday use,Plants,7.15
AN633,Office Products,For everyday office use,Sticky Notes,1729.42
L5EQQ,Pet Supplies,,Pet Bed,1470.61
0K9GV,Beauty & Personal Care,,Serum,1097.63
1V9FH,"Clothing, Shoes & Jewelry",Imported,Jacket,1901.96
VQYGN,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop,1548.80
1RC7O,Office Products,For everyday office use,Marker,1127.42
XREZ5,"Arts, Crafts & Sewing",Set of 12,Canvas,1086.39
EHHUB,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,1497.90
M1OSG,Others,,Chair,1450.64
AM4QP,Others,,Plants,454.69
L6HK4,Pet Supplies,,Leash And Collar,48.98
0KX7H,Beauty & Personal Care,Suitable for all skin types,Toothpaste,28.24
VCC6L,"Arts, Crafts & Sewing",,Watercolor Pens,121.15
SQN6A,Electronics,,Airpods,694.43
1LOCC,Home & Kitchen,,Sauce Pots,1434.94
W2VOB,Others,,Notebook,1307.98
ZH4NE,"Clothing, Shoes & Jewelry",,Necklace,95.90
BP2EM,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,1731.93
JNY08,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,1910.58
NAIIX,Sports & Outdoors,,Badminton Racket,1064.78
7SX7C,Home & Kitchen,One of a kind stainless steel,Pans,1321.60
Q9NRW,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,779.57
560SJ,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Tshirt,1057.22
BSU9A,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Pans,735.46
313DX,Home & Kitchen,One of a kind stainless steel,Knives,153.27
TLC18,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,417.58
8OE88,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Boots,1846.00
N349R,Office Products,For everyday office use,Pencil,1034.70
3ZNRZ,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,325.82
L6K92,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,1484.20
0UFD8,Home & Kitchen,,Pans,1742.11
G6XY1,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,141.23
VTYPF,"Arts, Crafts & Sewing",Set of 10,Paint Brushes,215.00
6JUPN,Pet Supplies,For your lovely pet,Leash And Collar,1227.76
VGI1L,Others,for everyday use,Plants,283.47
1XDZR,Office Products,,Marker,619.66
EDTA8,"Arts, Crafts & Sewing",,Paint Brushes,1941.48
ZRK4J,Home & Kitchen,,Salad Spinner,1241.27
IQIAG,Toys & Games,,Teddy Bear,1925.77
WH1MZ,"Clothing, Shoes & Jewelry",,Boots,1707.65
JC2RH,"Arts, Crafts & Sewing",,Canvas,1611.66
4SR7L,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,442.83
VBTLX,Office Products,For everyday office use,Pencil,839.34
TL2N5,"Arts, Crafts & Sewing",,Paint Brushes,873.82
X6B1N,"Clothing, Shoes & Jewelry",,Hoodie,251.71
GEOZP,Sports & Outdoors,100% Synthetic,Basketball,823.99
IXZI0,Office Products,For everyday office use,Pen,9.19
1ZAYY,Beauty & Personal Care,,Serum,1333.26
U6PUD,Others,,Plants,316.55
F0YP7,Pet Supplies,,Pet Bed,1963.10
MYKEL,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Ipad,1905.42
ID80Q,"Arts, Crafts & Sewing",,Easel,406.82
XNVJ3,Electronics,Reams of high-bandwidth DDR4 RAM,Speaker,1080.69
U9VGV,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,1839.82
HHB3N,Office Products,For everyday office use,Sticky Notes,57.68
598JU,Beauty & Personal Care,,Serum,1988.33
KQNDR,Beauty & Personal Care,,Handwash,80.16
8OS5F,Others,,Nail Paint,983.45
7HOK9,Sports & Outdoors,100% Synthetic,Hat,1022.75
X5XQZ,Office Products,,Pen,579.39
C0J8K,"Clothing, Shoes & Jewelry",Machine Wash,Boots,1729.91
8EW22,Home & Kitchen,One of a kind stainless steel,Salad Spinner,488.73
G0FYV,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,1691.80
P1BYZ,Home & Kitchen,,Can Opener,1763.98
KE9LJ,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,1252.57
YBIX4,Office Products,For everyday office use,Pencil,1447.38
9HWL5,"Arts, Crafts & Sewing",Set of 12,Canvas,1554.31
5DCIE,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Speaker,1116.49
Q07AX,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,945.50
3YS9Z,"Clothing, Shoes & Jewelry",Imported,Jacket,1803.17
SWLD6,Beauty & Personal Care,,Facewash,598.64
M51DZ,Beauty & Personal Care,,Serum,718.33
8MECR,Office Products,For everyday office use,Paper Clips,711.74
ZX8TZ,Home & Kitchen,,Bowls,1711.80
9J1JV,"Clothing, Shoes & Jewelry",100% Cotton,Tshirt,164.13
6Q7IB,Others,for everyday use,Nail Paint,846.60
VKZ58,Toys & Games,,Kite,637.81
AOAOL,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Airpods,1273.59
HK6U7,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,644.56
2BYNP,Others,for everyday use,Chair,167.51
7BA4Q,Toys & Games,,Kite,858.56
52PI5,Others,,Lamp,1617.12
K0Z5G,"Clothing, Shoes & Jewelry",,Hoodie,205.18
2VP0L,Sports & Outdoors,,Badminton Racket,41.56
H3OHT,Pet Supplies,,Water and Food Bowls,166.77
8S4IL,Others,for everyday use,Nail Paint,1363.35
M0EKW,Pet Supplies,For your lovely pet,Leash And Collar,1291.87
RABV0,Others,,Chair,875.00
DTR93,Electronics,,Ipad,950.31
S7CSR,Office Products,For everyday office use,Pencil,1599.47
HU55F,Home & Kitchen,,Sauce Pots,1236.53
JCKWC,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,845.83
ZULPT,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Sauce Pots,677.26
B6AX9,Office Products,,Pencil,1669.64
JFNJR,Office Products,,Pen,1366.48
N01VU,Office Products,For everyday office use,Marker,335.46
53JAC,Office Products,,Sticky Notes,949.80
T3LBZ,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,410.46
FUZII,Beauty & Personal Care,,Bath Soap,424.81
1OTXG,"Clothing, Shoes & Jewelry",,Necklace,1648.61
YE8XI,Toys & Games,,Teddy Bear,1169.72
ERFBY,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,556.30
0B9HZ,Others,for everyday use,Chair,1404.58
QJZU3,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,1230.47
QIDO5,"Arts, Crafts & Sewing",Set of 10,Curtains,631.60
CMPV7,"Clothing, Shoes & Jewelry",100% Cotton,Hoodie,1935.90
D1H72,"Arts, Crafts & Sewing",,Easel,1113.47
0YPWW,Others,for everyday use,Notebook,13.89
40MFQ,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,640.40
WEE6F,Pet Supplies,,Leash And Collar,1658.23
UDEJ4,Toys & Games,,Kite,511.81
9D537,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,497.32
96CA9,Others,for everyday use,Nail Paint,141.54
NRSSU,Home & Kitchen,One of a kind stainless steel,Sauce Pots,99.64
M9CM3,Others,,Nail Paint,670.81
LTVW9,Pet Supplies,,Pet Bed,1262.15
2XYV1,Sports & Outdoors,,Sports Shoes,1076.24
A27OA,Office Products,,Pencil,76.20
FJMEE,Home & Kitchen,,Can Opener,877.82
WAO8L,Sports & Outdoors,,Hat,811.30
KJH8H,Toys & Games,,Barbie,1267.76
0RIK3,Pet Supplies,,Leash And Collar,1246.11
BD3R5,Others,,Chair,813.30
D5XEQ,Office Products,For everyday office use,Sticky Notes,416.54
6DT47,Others,,Nail Paint,708.38
GRMIA,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,1536.33
I0CTU,Pet Supplies,For your lovely pet,Water and Food Bowls,213.64
LZV8U,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,182.38
BCYWT,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Tshirt,1813.22
NNB7T,Others,for everyday use,Nail Paint,598.52
ZMCWM,Pet Supplies,For your lovely pet,Pet Bed,881.65
ETORL,Office Products,,Pencil,1586.90
OBAO1,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1761.80
EG39H,"Clothing, Shoes & Jewelry",100% Cotton,Rings,1085.24
DAKVF,Toys & Games,make a great gift for kids 3 to 7 years olds,Hot Wheels,399.15
JGZH0,"Clothing, Shoes & Jewelry",,Hoodie,1169.21
1RJU4,Pet Supplies,,Pet Bed,1200.89
HWBR1,Others,for everyday use,Plants,1451.29
VCK3Q,Home & Kitchen,One of a kind stainless steel,Spoons,1083.67
MBV8I,Others,,Notebook,1041.67
RO6ZX,Others,,Nail Paint,405.96
55BUX,Sports & Outdoors,,Sports Shoes,860.94
2TCNB,Sports & Outdoors,,Sports Shoes,679.93
HYX8W,Pet Supplies,,Leash And Collar,84.57
MS2CX,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,383.55
HX26K,Pet Supplies,For your lovely pet,Pet Bed,1910.46
R1226,Home & Kitchen,,Bowls,1833.42
IZI8Z,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop,1177.58
6R6HC,Others,,Nail Paint,208.35
3NGDN,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,1333.90
YS7K0,"Clothing, Shoes & Jewelry",Machine Wash,Jeans,1169.70
Y3HRN,"Clothing, Shoes & Jewelry",,Rings,433.60
2P8EP,Beauty & Personal Care,,Facewash,1866.00
MEBOE,Beauty & Personal Care,,Handwash,1914.38
LH7F7,Toys & Games,,Teddy Bear,290.27
H7ARP,Beauty & Personal Care,,Facewash,1528.98
K8TDW,"Clothing, Shoes & Jewelry",,Necklace,1354.62
O4M3J,"Clothing, Shoes & Jewelry",Imported,Jacket,376.27
WMI5Y,Pet Supplies,,Leash And Collar,1745.81
0UOCC,Beauty & Personal Care,,Serum,1554.23
LOHAC,Electronics,,Kindle,231.57
RO9M1,Electronics,【11th Gen Intel Core i5-1135G7】,Airpods,1570.68
DBPHV,Others,for everyday use,Chair,743.65
5LWRY,Beauty & Personal Care,,Serum,1041.90
0UNWN,Toys & Games,,Teddy Bear,956.63
OB6K8,Beauty & Personal Care,Suitable for all skin types,Bath Soap,1037.46
HL98B,Sports & Outdoors,100% Synthetic,Sports Shoes,1819.88
ABAZF,Others,,Nail Paint,447.62
39439,Sports & Outdoors,,Hat,1760.57
HOPZN,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,1603.85
XK5JB,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,1879.68
NB5EY,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,625.93
2IZJ1,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,127.72
43HWH,Toys & Games,,Kite,776.99
E6VSK,Pet Supplies,,Pet Grooming,1904.99
PKKS9,"Clothing, Shoes & Jewelry",,Necklace,767.80
HZ8PL,Pet Supplies,For your lovely pet,Leash And Collar,1491.58
M8DOT,Electronics,【11th Gen Intel Core i5-1135G7】,Ipad,1655.75
NIGVA,Others,,Lamp,1574.25
SQ0VJ,"Arts, Crafts & Sewing",Set of 12,Easel,146.28
S770A,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,548.15
2MIT9,Sports & Outdoors,100% Synthetic,Sports Shoes,27.10
DVE0I,Beauty & Personal Care,,Bath Soap,1323.68
U2547,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,89.80
5BYS4,Office Products,,Marker,1434.68
PYZ98,Home & Kitchen,One of a kind stainless steel,Mats,917.65
WBNT4,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,373.86
UTZYK,Toys & Games,,Barbie,208.21
E2E4K,Electronics,,Laptop Stand,872.82
6CF97,Office Products,For everyday office use,Pen,995.54
W3PVO,Office Products,For everyday office use,Pen,200.78
HV9TT,"Arts, Crafts & Sewing",,Easel,1138.21
EJOSY,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,217.90
7UHYH,Office Products,For everyday office use,Sticky Notes,1624.70
WI4QM,Home & Kitchen,One of a kind stainless steel,Pans,1453.10
4VT8G,Sports & Outdoors,,Badminton Racket,1243.53
RFQNC,Others,for everyday use,Notebook,1084.88
D4ZKG,"Arts, Crafts & Sewing",Set of 10,Easel,1952.39
85D04,Home & Kitchen,,Knives,165.96
9ROCB,Others,for everyday use,Notebook,1394.40
XFIQL,Others,for everyday use,Nail Paint,45.62
K2LSZ,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Rings,833.17
A9XHO,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop,1220.66
99FB9,Electronics,,Airpods,558.99
TNS15,"Clothing, Shoes & Jewelry",100% Cotton,Jacket,88.97
8HUAC,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,680.66
FVVDE,"Arts, Crafts & Sewing",,Easel,302.58
N184W,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Bowls,32.55
2QJTW,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,308.40
PE5A5,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,1908.18
G1VMF,Others,,Notebook,556.11
8BUS8,Office Products,,Marker,1771.29
097YD,"Clothing, Shoes & Jewelry",Machine Wash,Boots,1408.70
TT9NJ,Office Products,,Marker,1943.24
6PG6C,Others,for everyday use,Lamp,926.70
QDQE7,Toys & Games,,Hot Wheels,1522.90
50OZG,Pet Supplies,,Pet Bed,1508.38
WN1H2,Others,,Plants,1129.79
LIGLT,Toys & Games,,Barbie,1682.39
K6Y4D,Toys & Games,,Kite,1089.54
NN5FM,Home & Kitchen,,Can Opener,769.87
7KNKU,Beauty & Personal Care,Suitable for all skin types,Facewash,1240.12
PRN83,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,1331.46
U1CXQ,"Clothing, Shoes & Jewelry",,Necklace,1746.10
JF6TB,"Arts, Crafts & Sewing",,Acrylic Paints,525.91
NIM7J,"Clothing, Shoes & Jewelry",,Rings,1789.38
8SI4V,Pet Supplies,For your lovely pet,Leash And Collar,555.32
5KJ7W,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,692.49
6A3J1,"Clothing, Shoes & Jewelry",,Tshirt,1025.30
X4OV8,Beauty & Personal Care,,Toothpaste,1283.29
2XH56,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,272.87
2Y5LN,"Arts, Crafts & Sewing",Set of 12,Oil Paints,382.27
7R2JM,Electronics,,Airpods,1806.58
TH1UH,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,370.39
JAIF8,"Arts, Crafts & Sewing",,Canvas,1843.13
8B42J,Beauty & Personal Care,,Handwash,441.33
KBJGH,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Necklace,97.77
YJRT1,Toys & Games,,Hot Wheels,1328.75
N6GSQ,"Arts, Crafts & Sewing",Set of 10,Oil Paints,1847.58
6CECR,Office Products,,Paper Clips,16.66
KEKGV,Electronics,,Airpods,914.95
S5S1R,Electronics,,Speaker,1808.33
9EGG6,"Clothing, Shoes & Jewelry",,Rings,1439.58
8XK4U,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,559.30
BCXLT,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,1876.16
84MTD,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1141.21
5QZF7,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,498.90
MY96U,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,1758.54
EZ405,"Arts, Crafts & Sewing",,Acrylic Paints,1967.90
ARASA,Office Products,,Pen,1352.63
YEJBQ,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Bath Soap,444.72
5Q5WI,"Arts, Crafts & Sewing",,Oil Paints,301.54
XMG0E,"Clothing, Shoes & Jewelry",Machine Wash,Necklace,1485.36
AFRQ9,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,1232.73
MAM38,Beauty & Personal Care,,Facewash,1079.10
MJOCP,Sports & Outdoors,,Hat,294.34
KNYUX,"Arts, Crafts & Sewing",,Watercolor Pens,248.50
RYVTO,Others,,Plants,837.43
ILXYV,Pet Supplies,For your lovely pet,Leash And Collar,50.30
POV3M,Pet Supplies,,Pet Bed,1612.47
1781O,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,1262.17
UOZZ0,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,147.26
8HSYB,Office Products,For everyday office use,Pen,1676.86
YJOVW,Electronics,Reams of high-bandwidth DDR4 RAM,Mobile,1415.97
JPTAY,Toys & Games,,Hot Wheels,1906.41
SE9BS,Office Products,,Pencil,609.17
818XG,Home & Kitchen,,Spoons,1279.87
8NA6F,Pet Supplies,,Leash And Collar,1850.18
GMO8D,Others,for everyday use,Plants,1542.44
3DLLF,Home & Kitchen,One of a kind stainless steel,Spoons,897.86
SGL21,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop Stand,1779.18
E9NU6,Others,for everyday use,Chair,847.82
92TFM,"Arts, Crafts & Sewing",Set of 10,Canvas,1844.76
BHCX0,Sports & Outdoors,100% Synthetic,Hat,421.30
WA98C,Home & Kitchen,,Sauce Pots,537.37
H2FXX,Pet Supplies,,Pet Grooming,1898.67
79VP7,Home & Kitchen,,Spoons,934.30
H222F,Home & Kitchen,One of a kind stainless steel,Sauce Pots,313.90
2LVHD,"Clothing, Shoes & Jewelry",,Rings,609.40
9FZEV,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Ipad,1832.75
ZHU37,Others,for everyday use,Chair,228.31
GBRYR,Others,,Lamp,1863.57
DDATX,Sports & Outdoors,,Badminton Racket,1240.86
4WM8Y,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,153.60
07S19,Beauty & Personal Care,,Bath Soap,848.24
4S16J,Beauty & Personal Care,,Toothpaste,838.89
ONKY3,Pet Supplies,For your lovely pet,Water and Food Bowls,911.73
CT6N6,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,1359.67
UZ5ZF,Beauty & Personal Care,,Toothpaste,1228.93
NX1KF,Pet Supplies,For your lovely pet,Pet Grooming,1731.45
FEZS3,Others,,Chair,741.31
1O47A,"Arts, Crafts & Sewing",,Watercolor Pens,1770.72
2HWVU,Office Products,For everyday office use,Paper Clips,610.75
WABUV,"Clothing, Shoes & Jewelry",,Jacket,1060.87
O9Y4H,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop Stand,932.40
V9B7X,Sports & Outdoors,,Sports Shoes,987.53
JLEKB,Home & Kitchen,One of a kind stainless steel,Knives,603.40
R33QA,Sports & Outdoors,100% Synthetic,Sports Shoes,2.59
C6W4H,Beauty & Personal Care,Suitable for all skin types,Serum,893.00
DKP2J,Pet Supplies,For your lovely pet,Pet Grooming,1875.92
71R03,Others,,Plants,508.37
B26BL,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Necklace,1560.77
Y5PT1,Others,for everyday use,Lamp,978.22
VRLER,Sports & Outdoors,,Basketball,1859.15
